Variable,Mediana_clase_0,Mediana_clase_1,Diferencia_mediana,Desviación_clase_0,Desviación_clase_1
SOC,60.71870451824143,60.3493130335146,-0.36939148472683314,23.23915938345962,23.692718823353637
SOH,93.64445908560398,93.47232707028397,-0.17213201532001676,3.2240406539450355,3.261741849918316
charging_cycles,74.0,76.5,2.5,55.24878607911426,56.679454566032184
battery_temp,31.483801389156547,41.13021482626267,9.646413437106126,8.486845147598201,9.364714861134114
motor_rpm,0.0,1377.677505239008,1377.677505239008,1289.2449232624003,957.3222562617
motor_torque,0.0,275.53550104780163,275.53550104780163,257.8489846525315,191.46445125233987
motor_temp,70.84347676460433,70.19166025573107,-0.6518165088732673,7.957467013238085,10.703599045501463
brake_pad_wear,68.09302695915865,68.26045078338313,0.16742382422448543,19.88707563877483,19.693629094134415
tire_pressure,28.519100631035187,28.366560456839192,-0.15254017419599464,2.0533554899079745,2.1587083962628584
